uid,scene_id,damage_label,latitude,longitude,street_address,house_number,road,city,county,state,postcode,country,display_name,geocoder_source,geocoder_error
40f89bc7-e530-46d3-9a3a-40c79a297e53,hurricane-harvey_00000122,no-damage,29.8770337,-95.6675532,6905 Renata Circle,6905,Renata Circle,,Harris County,Texas,77084,United States,"6905, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
bbedb12e-1d35-4050-bf98-0f8c4d89f4a4,hurricane-harvey_00000122,no-damage,29.8775804,-95.6689486,6896 Carly Park Way,6896,Carly Park Way,,Harris County,Texas,77084,United States,"6896, Carly Park Way, Harris County, Texas, 77084, United States",nominatim,
53eb47a1-59cd-47a2-ada0-b1ce3dad7397,hurricane-harvey_00000122,no-damage,29.8775141,-95.668189,Queenston Boulevard,,Queenston Boulevard,,Harris County,Texas,77095,United States,"Queenston Boulevard, Harris County, Texas, 77095, United States",nominatim,
7b5674e2-0fe7-498a-a5c9-df192cb95556,hurricane-harvey_00000122,no-damage,29.8780311,-95.6689767,17200 Cricketbriar Court,17200,Cricketbriar Court,,Harris County,Texas,77084,United States,"17200, Cricketbriar Court, Harris County, Texas, 77084, United States",nominatim,
764ca581-666e-4ffb-bb2c-b211a2277b46,hurricane-harvey_00000122,no-damage,29.8779244,-95.6689277,17200 Cricketbriar Court,17200,Cricketbriar Court,,Harris County,Texas,77084,United States,"17200, Cricketbriar Court, Harris County, Texas, 77084, United States",nominatim,
fcb47ba2-d528-4c83-8e4b-810049da7851,hurricane-harvey_00000122,no-damage,29.8782567,-95.6704148,,,,,Harris County,Texas,77095,United States,"Harris County, Texas, 77095, United States",nominatim,
63ee5338-8a56-4258-ab52-f7eaa6e2560d,hurricane-harvey_00000122,no-damage,29.8783068,-95.6692917,Spencer Road,,Spencer Road,,Harris County,Texas,77095,United States,"Big Bux Bingo, Spencer Road, Harris County, Texas, 77095, United States",nominatim,
5e066f09-e7f6-4c99-9af8-07ba21a800a1,hurricane-harvey_00000122,no-damage,29.8783883,-95.6672509,17121 Spencer Road,17121,Spencer Road,Houston,Harris County,Texas,77095,United States,"Boost Mobile, 17121, Spencer Road, Houston, Harris County, Texas, 77095, United States",nominatim,
a12fd3b3-40b5-475c-b489-b6f45ec6c7ab,hurricane-harvey_00000122,no-damage,29.8783673,-95.6660759,17209 Spencer Road,17209,Spencer Road,Houston,Harris County,Texas,77095,United States,"Hira Meat, 17209, Spencer Road, Houston, Harris County, Texas, 77095, United States",nominatim,
f2fcf2a1-c6a8-4456-8ba6-d82def58482b,hurricane-harvey_00000122,no-damage,29.8781117,-95.6661731,17000 Sereniah Circle,17000,Sereniah Circle,,Harris County,Texas,77084,United States,"17000, Sereniah Circle, Harris County, Texas, 77084, United States",nominatim,
9f52bd4b-52a9-481f-b682-14aeb4898124,hurricane-harvey_00000122,no-damage,29.8779852,-95.6663406,17004 Sereniah Circle,17004,Sereniah Circle,,Harris County,Texas,77084,United States,"17004, Sereniah Circle, Harris County, Texas, 77084, United States",nominatim,
d1bf1668-71d0-4bfa-aed7-5f14d70ed356,hurricane-harvey_00000122,no-damage,29.8781501,-95.6664157,,,,,Harris County,Texas,77095,United States,"Harris County, Texas, 77095, United States",nominatim,
40538cb2-a738-43e5-96e1-d2f6872b9779,hurricane-harvey_00000122,no-damage,29.8781445,-95.6667041,,,,,Harris County,Texas,77095,United States,"Harris County, Texas, 77095, United States",nominatim,
d8cea35a-e3c9-45c4-832e-cebf1b690688,hurricane-harvey_00000122,no-damage,29.8781603,-95.6669152,,,,,Harris County,Texas,77095,United States,"Harris County, Texas, 77095, United States",nominatim,
6dd1d3ac-d349-44af-a191-42f28ab5f9bd,hurricane-harvey_00000122,no-damage,29.8781329,-95.6672266,17098 Sereniah Circle,17098,Sereniah Circle,,Harris County,Texas,77084,United States,"17098, Sereniah Circle, Harris County, Texas, 77084, United States",nominatim,
72891409-647d-4da6-bdb3-3b521b61344a,hurricane-harvey_00000122,no-damage,29.8781467,-95.6674763,17131 Spencer Road,17131,Spencer Road,Houston,Harris County,Texas,77095,United States,"Subway, 17131, Spencer Road, Houston, Harris County, Texas, 77095, United States",nominatim,
c0353e08-91c3-4618-8602-cc11bde60590,hurricane-harvey_00000122,no-damage,29.8779904,-95.6670079,17056 Sereniah Circle,17056,Sereniah Circle,,Harris County,Texas,77084,United States,"17056, Sereniah Circle, Harris County, Texas, 77084, United States",nominatim,
969945e9-3e63-40f3-8711-c09f3c0b51c4,hurricane-harvey_00000122,no-damage,29.8781237,-95.6677121,Spencer Road,,Spencer Road,,Harris County,Texas,77095,United States,"Daiquiri House, Spencer Road, Harris County, Texas, 77095, United States",nominatim,
916847d7-c825-4b8d-b632-65ec9fad580a,hurricane-harvey_00000122,no-damage,29.8778413,-95.6672946,17098 Sereniah Circle,17098,Sereniah Circle,,Harris County,Texas,77084,United States,"17098, Sereniah Circle, Harris County, Texas, 77084, United States",nominatim,
49cb0216-7334-4229-9bb0-12fd647ed8f5,hurricane-harvey_00000122,no-damage,29.8776418,-95.667219,6992 Renata Circle,6992,Renata Circle,,Harris County,Texas,77084,United States,"6992, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
7a5b2d25-a717-4120-b156-8b10f19a65d6,hurricane-harvey_00000122,no-damage,29.8775081,-95.667315,6971 Renata Circle,6971,Renata Circle,,Harris County,Texas,77084,United States,"6971, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
de9992fe-e1b2-484c-a249-6c6130b4476f,hurricane-harvey_00000122,no-damage,29.8773951,-95.667358,6955 Renata Circle,6955,Renata Circle,,Harris County,Texas,77084,United States,"6955, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
e55a12d1-9629-4ef2-a05c-224051d8c3dc,hurricane-harvey_00000122,no-damage,29.8783648,-95.6706802,Spencer Road,,Spencer Road,,Harris County,Texas,77095,United States,"Spencer Road, Harris County, Texas, 77095, United States",nominatim,
e94e5d9f-7d20-4fcf-b3fc-1cb216811c54,hurricane-harvey_00000122,no-damage,29.8775706,-95.6671297,6986 Renata Circle,6986,Renata Circle,,Harris County,Texas,77084,United States,"6986, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
26eb1287-c5e5-491b-b8a0-7a507a138036,hurricane-harvey_00000122,no-damage,29.8773593,-95.6662256,6935 Catarina Circle,6935,Catarina Circle,,Harris County,Texas,77084,United States,"6935, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
dff4560b-38b0-44dc-8226-70570c035857,hurricane-harvey_00000122,no-damage,29.8775354,-95.6665639,17017 Sereniah Circle,17017,Sereniah Circle,,Harris County,Texas,77084,United States,"17017, Sereniah Circle, Harris County, Texas, 77084, United States",nominatim,
0606f01d-4ce4-446b-9816-d06cfccae9af,hurricane-harvey_00000122,no-damage,29.877607,-95.6667471,17019 Sereniah Circle,17019,Sereniah Circle,,Harris County,Texas,77084,United States,"17019, Sereniah Circle, Harris County, Texas, 77084, United States",nominatim,
7335cdb3-3023-4e91-ae85-43ced5c406d8,hurricane-harvey_00000122,no-damage,29.877711,-95.6668868,17029 Sereniah Circle,17029,Sereniah Circle,,Harris County,Texas,77084,United States,"17029, Sereniah Circle, Harris County, Texas, 77084, United States",nominatim,
9d7bb94e-4cf4-4fc2-9d50-8ba0ef560a01,hurricane-harvey_00000122,no-damage,29.8776644,-95.6664779,17013 Sereniah Circle,17013,Sereniah Circle,,Harris County,Texas,77084,United States,"17013, Sereniah Circle, Harris County, Texas, 77084, United States",nominatim,
fd4c4a01-488d-43b5-8963-216e8f9b22a0,hurricane-harvey_00000122,no-damage,29.8776967,-95.6660118,6998 Catarina Circle,6998,Catarina Circle,,Harris County,Texas,77084,United States,"6998, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
86acf4da-5081-4101-bbf2-f877fb348eee,hurricane-harvey_00000122,no-damage,29.8774633,-95.6657249,Rockbend Street,,Rockbend Street,,Harris County,Texas,77084,United States,"Rockbend Street, Harris County, Texas, 77084, United States",nominatim,
51d8cf0d-52f6-45b7-b67d-03f6dcd159d7,hurricane-harvey_00000122,no-damage,29.8774401,-95.6679147,Queenston Boulevard,,Queenston Boulevard,,Harris County,Texas,77095,United States,"Queenston Boulevard, Harris County, Texas, 77095, United States",nominatim,
beb227c6-cff2-4ecd-be00-0fc3f6b6a548,hurricane-harvey_00000122,no-damage,29.8774453,-95.667186,6976 Renata Circle,6976,Renata Circle,,Harris County,Texas,77084,United States,"6976, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
145baf49-af82-472d-8663-57d4ef59bb9b,hurricane-harvey_00000122,no-damage,29.8769702,-95.6661259,6907 Catarina Circle,6907,Catarina Circle,,Harris County,Texas,77084,United States,"6907, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
8d77fc70-c96c-4c11-80df-13f1cafbced6,hurricane-harvey_00000122,no-damage,29.8776096,-95.6674674,6985 Renata Circle,6985,Renata Circle,,Harris County,Texas,77084,United States,"6985, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
dfd8a652-f1de-487f-a6d2-2c3ffdc46911,hurricane-harvey_00000122,no-damage,29.8774091,-95.6665533,17098 Analisa Circle,17098,Analisa Circle,,Harris County,Texas,77084,United States,"17098, Analisa Circle, Harris County, Texas, 77084, United States",nominatim,
da0f98e9-79df-447e-9ffa-9622576c35aa,hurricane-harvey_00000122,no-damage,29.8772194,-95.6658657,6912 Catarina Circle,6912,Catarina Circle,,Harris County,Texas,77084,United States,"6912, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
887286aa-e8ae-4364-ac90-abf53b99b63b,hurricane-harvey_00000122,no-damage,29.877335,-95.6657315,Rockbend Street,,Rockbend Street,,Harris County,Texas,77084,United States,"Rockbend Street, Harris County, Texas, 77084, United States",nominatim,
10b8ce9b-75d1-4717-906f-334b9dbeed0e,hurricane-harvey_00000122,no-damage,29.8770538,-95.6671237,6942 Renata Circle,6942,Renata Circle,,Harris County,Texas,77084,United States,"6942, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
8a4f00a1-d42e-4f8e-ac2f-fccbb2d01b45,hurricane-harvey_00000122,no-damage,29.8769487,-95.6673136,6893 Renata Circle,6893,Renata Circle,,Harris County,Texas,77084,United States,"6893, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
7f02f322-4e6e-45c1-ad61-37e3fe93d5d6,hurricane-harvey_00000122,no-damage,29.8771839,-95.6672535,6952 Renata Circle,6952,Renata Circle,,Harris County,Texas,77084,United States,"6952, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
eaeba036-e1a3-4954-9218-2fe3b0d84628,hurricane-harvey_00000122,no-damage,29.8771826,-95.6666608,17098 Analisa Circle,17098,Analisa Circle,,Harris County,Texas,77084,United States,"17098, Analisa Circle, Harris County, Texas, 77084, United States",nominatim,
c961f43f-9652-4468-9648-275fa7b57810,hurricane-harvey_00000122,no-damage,29.877373,-95.6663359,6939 Catarina Circle,6939,Catarina Circle,,Harris County,Texas,77084,United States,"6939, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
f4b86f34-e620-47df-8e24-016e22d854ef,hurricane-harvey_00000122,no-damage,29.8769334,-95.665403,Rockbend Street,,Rockbend Street,,Harris County,Texas,77084,United States,"Rockbend Street, Harris County, Texas, 77084, United States",nominatim,
e447f6ea-bb3b-4559-95b1-5fbbe3907769,hurricane-harvey_00000122,no-damage,29.8771723,-95.667242,6952 Renata Circle,6952,Renata Circle,,Harris County,Texas,77084,United States,"6952, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
420d9f67-0880-4781-b28e-021119728170,hurricane-harvey_00000122,no-damage,29.8770002,-95.6671082,6936 Renata Circle,6936,Renata Circle,,Harris County,Texas,77084,United States,"6936, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
7559bd4a-728b-47e1-886e-7eddfaa2ae36,hurricane-harvey_00000122,no-damage,29.8769212,-95.6672443,6930 Renata Circle,6930,Renata Circle,,Harris County,Texas,77084,United States,"6930, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
c968c05f-a1df-4b73-af9e-6c044374497f,hurricane-harvey_00000122,no-damage,29.8762967,-95.6650652,16895 Blairstone Street,16895,Blairstone Street,,Harris County,Texas,77084,United States,"16895, Blairstone Street, Harris County, Texas, 77084, United States",nominatim,
9b96af64-50ec-430f-9c3a-f7651ec22a84,hurricane-harvey_00000122,no-damage,29.8758825,-95.663932,16812 Britford Street,16812,Britford Street,,Harris County,Texas,77084,United States,"16812, Britford Street, Harris County, Texas, 77084, United States",nominatim,
4e28fccf-d6ea-430c-a954-d8f92c2721c8,hurricane-harvey_00000122,no-damage,29.8770719,-95.6672511,6944 Renata Circle,6944,Renata Circle,,Harris County,Texas,77084,United States,"6944, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
5292eeb3-da70-414e-b8b2-b7bda0c0a6d5,hurricane-harvey_00000122,no-damage,29.8766502,-95.6657431,6882 Catarina Circle,6882,Catarina Circle,,Harris County,Texas,77084,United States,"6882, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
ea9fde40-2f66-4409-a875-56268a86c340,hurricane-harvey_00000122,no-damage,29.8769761,-95.6664543,17099 Analisa Circle,17099,Analisa Circle,,Harris County,Texas,77084,United States,"17099, Analisa Circle, Harris County, Texas, 77084, United States",nominatim,
be066d15-9062-40fd-b08d-dfc5b0597d45,hurricane-harvey_00000122,no-damage,29.8765593,-95.6647001,16870 Blairstone Street,16870,Blairstone Street,,Harris County,Texas,77084,United States,"16870, Blairstone Street, Harris County, Texas, 77084, United States",nominatim,
0a8a8a19-0cb7-4efa-9b7a-d15865477298,hurricane-harvey_00000122,no-damage,29.8767346,-95.6657114,6888 Catarina Circle,6888,Catarina Circle,,Harris County,Texas,77084,United States,"6888, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
7686b222-bf9c-41d8-9731-31a5654b117d,hurricane-harvey_00000122,no-damage,29.8768108,-95.6673114,6873 Renata Circle,6873,Renata Circle,,Harris County,Texas,77084,United States,"6873, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
5e44ab90-6918-4d17-9cc5-339d4b08ece3,hurricane-harvey_00000122,no-damage,29.8768577,-95.6678266,Queenston Boulevard,,Queenston Boulevard,,Harris County,Texas,77095,United States,"Queenston Boulevard, Harris County, Texas, 77095, United States",nominatim,
e8913564-941b-4649-9b84-9adbf74cc21a,hurricane-harvey_00000122,no-damage,29.8766848,-95.667206,6910 Renata Circle,6910,Renata Circle,,Harris County,Texas,77084,United States,"6910, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
20d00643-e26e-4ff8-bd68-241940816eae,hurricane-harvey_00000122,no-damage,29.8765342,-95.6664454,6869 Catarina Circle,6869,Catarina Circle,,Harris County,Texas,77084,United States,"6869, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
e3decea5-78eb-44fd-9e3c-cdac14e49d42,hurricane-harvey_00000122,no-damage,29.8764978,-95.6661539,6865 Catarina Circle,6865,Catarina Circle,,Harris County,Texas,77084,United States,"6865, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
ae8b90b4-e87d-4c2d-928a-d54c8e427afb,hurricane-harvey_00000122,no-damage,29.8765621,-95.6658657,6874 Catarina Circle,6874,Catarina Circle,,Harris County,Texas,77084,United States,"6874, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
f11398f0-a72d-40be-88c9-ecf612479d85,hurricane-harvey_00000122,no-damage,29.8768492,-95.666539,Lana Lee Court,,Lana Lee Court,,Harris County,Texas,77095,United States,"Lana Lee Court, Harris County, Texas, 77095, United States",nominatim,
cfe315a3-0bd4-469e-a9b7-7cd205d27f82,hurricane-harvey_00000122,no-damage,29.8764422,-95.6670265,17081 Lana Lee Court,17081,Lana Lee Court,,Harris County,Texas,77084,United States,"17081, Lana Lee Court, Harris County, Texas, 77084, United States",nominatim,
8c137e11-bd05-4d61-9ed4-e17ec7bfb439,hurricane-harvey_00000122,no-damage,29.8765131,-95.6664979,Lana Lee Court,,Lana Lee Court,,Harris County,Texas,77095,United States,"Lana Lee Court, Harris County, Texas, 77095, United States",nominatim,
ae25f69d-9f24-481b-a87f-07642e3f2d82,hurricane-harvey_00000122,no-damage,29.8764849,-95.6660742,6868 Catarina Circle,6868,Catarina Circle,,Harris County,Texas,77084,United States,"6868, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
93f7265e-c10a-4102-af14-c3323b97ac10,hurricane-harvey_00000122,no-damage,29.8761297,-95.6653966,Blairstone Street,,Blairstone Street,,Harris County,Texas,77084,United States,"Blairstone Street, Harris County, Texas, 77084, United States",nominatim,
f116aa2c-e828-449f-a825-440519e22084,hurricane-harvey_00000122,no-damage,29.8763146,-95.665311,16899 Blairstone Street,16899,Blairstone Street,,Harris County,Texas,77084,United States,"16899, Blairstone Street, Harris County, Texas, 77084, United States",nominatim,
355ef36c-649b-4f7a-a90d-868c0b7e4fc5,hurricane-harvey_00000122,no-damage,29.8763116,-95.6657711,6854 Catarina Circle,6854,Catarina Circle,,Harris County,Texas,77084,United States,"6854, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
e005407f-b4a2-4cb4-8f8d-f153295a20d2,hurricane-harvey_00000122,no-damage,29.8762677,-95.6660694,6850 Catarina Circle,6850,Catarina Circle,,Harris County,Texas,77084,United States,"6850, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
0983a849-cc0a-480f-999e-b80eac8b6e2c,hurricane-harvey_00000122,no-damage,29.8759876,-95.6656317,6828 Catarina Circle,6828,Catarina Circle,,Harris County,Texas,77084,United States,"6828, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
75d4200a-eb08-46de-83dd-75d3e51ded51,hurricane-harvey_00000122,no-damage,29.8765414,-95.6678321,Queenston Boulevard,,Queenston Boulevard,,Harris County,Texas,77095,United States,"Queenston Boulevard, Harris County, Texas, 77095, United States",nominatim,
f78fa659-37fc-4b6d-a94d-1362d32edaf4,hurricane-harvey_00000122,no-damage,29.8761424,-95.6670211,Lana Lee Court,,Lana Lee Court,,Harris County,Texas,77095,United States,"Lana Lee Court, Harris County, Texas, 77095, United States",nominatim,
7571293c-9ca5-4a1a-8dd8-3b2687edc5ba,hurricane-harvey_00000122,no-damage,29.8762228,-95.6677503,6833 Renata Circle,6833,Renata Circle,,Harris County,Texas,77084,United States,"6833, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
d09f7f05-53be-40a2-8a4c-f5e022201b8e,hurricane-harvey_00000122,no-damage,29.8761997,-95.6670638,17059 Lana Lee Court,17059,Lana Lee Court,,Harris County,Texas,77084,United States,"17059, Lana Lee Court, Harris County, Texas, 77084, United States",nominatim,
47e93849-aacf-437a-b035-71a4741186e3,hurricane-harvey_00000122,no-damage,29.8760241,-95.6664164,17098 Maricella Circle,17098,Maricella Circle,,Harris County,Texas,77084,United States,"17098, Maricella Circle, Harris County, Texas, 77084, United States",nominatim,
bf1c284a-7d74-4cf0-bee4-7bba5934fd7d,hurricane-harvey_00000122,no-damage,29.8762286,-95.6662374,6841 Catarina Circle,6841,Catarina Circle,,Harris County,Texas,77084,United States,"6841, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
856acad3-46b8-4a30-b6ce-f70569f8f641,hurricane-harvey_00000122,no-damage,29.8762467,-95.6661723,6843 Catarina Circle,6843,Catarina Circle,,Harris County,Texas,77084,United States,"6843, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
0d2d31fb-d85d-4562-9b62-c3c781da3b3e,hurricane-harvey_00000122,no-damage,29.8761142,-95.6662335,6831 Catarina Circle,6831,Catarina Circle,,Harris County,Texas,77084,United States,"6831, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
33906949-2620-4f6b-aabf-b74f4021115f,hurricane-harvey_00000122,no-damage,29.8762176,-95.6667919,Lana Lee Court,,Lana Lee Court,,Harris County,Texas,77095,United States,"Lana Lee Court, Harris County, Texas, 77095, United States",nominatim,
3065cf33-7096-4346-93dd-30fafe3cb6b3,hurricane-harvey_00000122,no-damage,29.8759886,-95.6673894,6827 Renata Circle,6827,Renata Circle,,Harris County,Texas,77084,United States,"6827, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
61b49840-c9b3-4b5d-993d-b0fb917786b2,hurricane-harvey_00000122,no-damage,29.8757979,-95.6672966,6852 Renata Circle,6852,Renata Circle,,Harris County,Texas,77084,United States,"6852, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
f28e539e-da6a-4de6-9faa-0ceaeca2483f,hurricane-harvey_00000122,no-damage,29.8757382,-95.6675397,6817 Renata Circle,6817,Renata Circle,,Harris County,Texas,77084,United States,"6817, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
0b6f667f-1a4b-420f-8797-afc060a4b0e4,hurricane-harvey_00000122,no-damage,29.8756785,-95.6677893,6815 Renata Circle,6815,Renata Circle,,Harris County,Texas,77084,United States,"6815, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
0d12bace-4d62-4418-bb7f-0c9e69836024,hurricane-harvey_00000122,no-damage,29.8752536,-95.666973,17098 Chason Court,17098,Chason Court,,Harris County,Texas,77084,United States,"17098, Chason Court, Harris County, Texas, 77084, United States",nominatim,
47b1e319-7a13-40b1-8264-03d04653ac4d,hurricane-harvey_00000122,no-damage,29.8751813,-95.6671604,17016 Chason Court,17016,Chason Court,,Harris County,Texas,77084,United States,"17016, Chason Court, Harris County, Texas, 77084, United States",nominatim,
38baefa5-4241-4c1c-9a54-6a5b26b1c609,hurricane-harvey_00000122,no-damage,29.8751896,-95.6675949,6801 Renata Circle,6801,Renata Circle,,Harris County,Texas,77084,United States,"6801, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
7eb8767c-4ef3-4c85-b933-e814afc06d9d,hurricane-harvey_00000122,no-damage,29.875959,-95.6669,Lana Lee Court,,Lana Lee Court,,Harris County,Texas,77095,United States,"Lana Lee Court, Harris County, Texas, 77095, United States",nominatim,
7a75ff1b-b516-4fd8-9396-4e35159fc2c4,hurricane-harvey_00000122,no-damage,29.8760385,-95.6668182,Lana Lee Court,,Lana Lee Court,,Harris County,Texas,77095,United States,"Lana Lee Court, Harris County, Texas, 77095, United States",nominatim,
54e2cacb-621c-43b3-a3b5-b69e68645b0a,hurricane-harvey_00000122,no-damage,29.8759705,-95.6663281,17060 Maricella Circle,17060,Maricella Circle,,Harris County,Texas,77084,United States,"17060, Maricella Circle, Harris County, Texas, 77084, United States",nominatim,
70bb759b-1bdb-4af3-a6b9-a60f99fc9c9f,hurricane-harvey_00000122,no-damage,29.8759158,-95.6661762,6813 Catarina Circle,6813,Catarina Circle,,Harris County,Texas,77084,United States,"6813, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
47a806d7-3044-45e5-9b34-32696f894605,hurricane-harvey_00000122,no-damage,29.8760009,-95.666143,6821 Catarina Circle,6821,Catarina Circle,,Harris County,Texas,77084,United States,"6821, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
b08dc2af-72b9-4965-bb15-6f66f937e3d6,hurricane-harvey_00000122,no-damage,29.8759519,-95.6664229,17098 Maricella Circle,17098,Maricella Circle,,Harris County,Texas,77084,United States,"17098, Maricella Circle, Harris County, Texas, 77084, United States",nominatim,
c4520f10-927d-4f12-b5d6-dd13167429a6,hurricane-harvey_00000122,no-damage,29.8756131,-95.6658174,6816 Catarina Circle,6816,Catarina Circle,,Harris County,Texas,77084,United States,"6816, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
6f306da6-d183-4f30-b103-d16774e3de49,hurricane-harvey_00000122,no-damage,29.8756063,-95.6662752,17015 Maricella Circle,17015,Maricella Circle,,Harris County,Texas,77084,United States,"17015, Maricella Circle, Harris County, Texas, 77084, United States",nominatim,
e4a43867-27d6-4838-aa07-31cd2cc099fc,hurricane-harvey_00000122,no-damage,29.87557,-95.6666313,17099 Maricella Circle,17099,Maricella Circle,,Harris County,Texas,77084,United States,"17099, Maricella Circle, Harris County, Texas, 77084, United States",nominatim,
53cc1d11-895d-454a-917c-249dee230594,hurricane-harvey_00000122,no-damage,29.8749203,-95.6645232,16857 Rockstone Street,16857,Rockstone Street,,Harris County,Texas,77084,United States,"16857, Rockstone Street, Harris County, Texas, 77084, United States",nominatim,
964f7e36-e66e-423d-8bb4-8ccc0a9f1812,hurricane-harvey_00000122,no-damage,29.8753805,-95.6663719,6775 Catarina Circle,6775,Catarina Circle,,Harris County,Texas,77084,United States,"6775, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
9d7a9b2a-b9c1-4de4-9003-fac5be1c3fac,hurricane-harvey_00000122,no-damage,29.8757591,-95.6667363,17099 Maricella Circle,17099,Maricella Circle,,Harris County,Texas,77084,United States,"17099, Maricella Circle, Harris County, Texas, 77084, United States",nominatim,
8365875a-8ac4-44e0-8f94-223bf09ca2ac,hurricane-harvey_00000122,no-damage,29.8761762,-95.6678432,Queenston Boulevard,,Queenston Boulevard,,Harris County,Texas,77095,United States,"Queenston Boulevard, Harris County, Texas, 77095, United States",nominatim,
204b14a8-0b1c-404c-8b0b-9cd04449f1ba,hurricane-harvey_00000122,no-damage,29.8758743,-95.6674989,6823 Renata Circle,6823,Renata Circle,,Harris County,Texas,77084,United States,"6823, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
1326a7f1-63ce-4da3-b465-5f29517cb8e8,hurricane-harvey_00000122,no-damage,29.8755868,-95.667055,6834 Renata Circle,6834,Renata Circle,,Harris County,Texas,77084,United States,"6834, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
78e12e82-c2c7-4e88-975c-e9a1ba345b29,hurricane-harvey_00000122,no-damage,29.8754399,-95.6670237,6820 Renata Circle,6820,Renata Circle,,Harris County,Texas,77084,United States,"6820, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
de5698a5-b85a-4b37-86af-afb223a0420f,hurricane-harvey_00000122,no-damage,29.8754248,-95.6676353,6807 Renata Circle,6807,Renata Circle,,Harris County,Texas,77084,United States,"6807, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
19aa5792-9705-400a-8de1-728f0f68ed1f,hurricane-harvey_00000122,no-damage,29.8751965,-95.6667289,17098 Chason Court,17098,Chason Court,,Harris County,Texas,77084,United States,"17098, Chason Court, Harris County, Texas, 77084, United States",nominatim,
16f44e5f-41e6-4aeb-93d3-fdf68e0bfeb0,hurricane-harvey_00000122,no-damage,29.8752818,-95.6667307,17098 Chason Court,17098,Chason Court,,Harris County,Texas,77084,United States,"17098, Chason Court, Harris County, Texas, 77084, United States",nominatim,
34fe41dc-51e3-426c-b150-7f7955dd4bc8,hurricane-harvey_00000122,no-damage,29.8757704,-95.667148,6850 Renata Circle,6850,Renata Circle,,Harris County,Texas,77084,United States,"6850, Renata Circle, Harris County, Texas, 77084, United States",nominatim,
98dfcf91-6d3d-49a6-b342-5dbe20998b70,hurricane-harvey_00000122,no-damage,29.8755271,-95.6666921,17099 Maricella Circle,17099,Maricella Circle,,Harris County,Texas,77084,United States,"17099, Maricella Circle, Harris County, Texas, 77084, United States",nominatim,
31ace9c4-efd8-44ba-8ab2-b3fb2fbce6ed,hurricane-harvey_00000122,no-damage,29.875607,-95.6667321,17099 Maricella Circle,17099,Maricella Circle,,Harris County,Texas,77084,United States,"17099, Maricella Circle, Harris County, Texas, 77084, United States",nominatim,
b750744f-3641-437c-8311-7eea8592c557,hurricane-harvey_00000122,no-damage,29.8754639,-95.6660814,6810 Catarina Circle,6810,Catarina Circle,,Harris County,Texas,77084,United States,"6810, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
bd636653-249d-402f-b3db-9ba35290be91,hurricane-harvey_00000122,no-damage,29.875162,-95.6663847,6745 Catarina Circle,6745,Catarina Circle,,Harris County,Texas,77084,United States,"6745, Catarina Circle, Harris County, Texas, 77084, United States",nominatim,
